boot,ts,seconds,voltage,lux,kelvin,temp,humidity
3142,1621138006,3483,914,9085.58,4278,0.00,0.00
3143,1621138006,3523,914,9085.58,4278,0.00,0.00
3144,1621138006,3565,914,9001.11,4281,36.40,24.80
3145,1621138006,3606,914,9045.80,4285,0.00,0.00
3146,1621138006,3646,914,9090.49,4288,0.00,0.00
3147,1621138006,3686,914,9063.37,4263,0.00,0.00
3148,1621138006,3726,914,9192.53,4263,0.00,0.00
3149,1621138006,3767,914,9063.37,4263,0.00,0.00
3150,1621138006,3807,914,9165.41,4237,0.00,0.00
3151,1621138006,3847,914,9210.10,4241,0.00,0.00
3152,1621138006,3890,914,9237.22,4266,36.70,24.40
3153,1621138006,3930,914,9299.48,4248,0.00,0.00
3154,1621138006,3970,914,9281.92,4270,0.00,0.00
3155,1621138006,4010,914,9299.48,4248,0.00,0.00
3156,1621138006,4051,914,9344.17,4252,0.00,0.00
3157,1621138006,4091,914,9299.48,4248,0.00,0.00
3158,1621138006,4131,914,9344.17,4252,0.00,0.00
3159,1621138006,4171,914,9299.48,4248,0.00,0.00
3160,1621138006,4214,836,9361.74,4230,36.70,24.50
3161,1621142223,40,924,9254.79,4244,0.00,0.00
3162,1621142223,80,924,9356.83,4219,0.00,0.00
3163,1621142223,120,925,9383.96,4244,0.00,0.00
3164,1621142223,161,926,9254.79,4244,0.00,0.00
3165,1621142223,201,925,9361.74,4230,0.00,0.00
3166,1621142223,241,926,9495.82,4241,0.00,0.00
3167,1621142223,281,922,9451.12,4237,0.00,0.00
3168,1621142223,324,921,9500.72,4251,36.70,24.50
3169,1621142223,364,921,9602.77,4227,0.00,0.00
3170,1621142223,404,921,9692.15,4234,0.00,0.00
3171,1621142223,445,921,9736.84,4238,0.00,0.00
3172,1621142223,485,921,9870.92,4248,0.00,0.00
3173,1621142223,525,921,9870.92,4248,0.00,0.00
3174,1621142223,565,921,9870.92,4248,0.00,0.00
3175,1621142223,606,921,9826.22,4245,0.00,0.00
3176,1621142223,648,921,9915.61,4251,36.60,24.60
3177,1621142223,688,921,9920.52,4261,0.00,0.00
3178,1621142223,728,921,10022.56,4238,0.00,0.00
3179,1621142223,769,921,10004.99,4258,0.00,0.00
3180,1621142223,809,921,10004.99,4258,0.00,0.00
3181,1621142223,849,920,10049.68,4261,0.00,0.00
3182,1621142223,889,920,10111.94,4245,0.00,0.00
3183,1621142223,930,920,10111.94,4245,0.00,0.00
3184,1621142223,972,919,10111.94,4245,36.20,25.00
3185,1621142223,1012,920,10067.25,4241,0.00,0.00
3186,1621142223,1053,919,10022.56,4238,0.00,0.00
3187,1621142223,1093,919,9965.21,4265,0.00,0.00
3188,1621142223,1133,919,10111.94,4245,0.00,0.00
3189,1621142223,1173,919,10099.28,4274,0.00,0.00
3190,1621142223,1214,919,10143.97,4278,0.00,0.00
3191,1621142223,1254,919,10246.02,4255,0.00,0.00
3192,1621142223,1296,919,10290.71,4258,35.80,25.00
3193,1621142223,1336,919,10250.92,4264,0.00,0.00
3194,1621142223,1377,919,10308.27,4238,0.00,0.00
3195,1621142223,1417,919,10352.97,4242,0.00,0.00
3196,1621142223,1457,919,10250.92,4264,0.00,0.00
3197,1621142223,1498,919,10308.27,4238,0.00,0.00
3198,1621142223,1538,919,10335.40,4261,0.00,0.00
3199,1621142223,1578,918,10352.97,4242,0.00,0.00
3200,1621142223,1620,918,10206.23,4261,35.30,25.30
3201,1621142223,1661,918,10206.23,4261,0.00,0.00
3202,1621142223,1701,918,10335.40,4261,0.00,0.00
3203,1621142223,1741,918,10352.97,4242,0.00,0.00
3204,1621142223,1781,918,10308.27,4238,0.00,0.00
3205,1621142223,1822,918,10352.97,4242,0.00,0.00
3206,1621142223,1862,918,10263.58,4235,0.00,0.00
3207,1621142223,1902,918,10263.58,4235,0.00,0.00
3208,1621142223,1945,918,10111.94,4245,34.50,25.60
3209,1621142223,1985,918,10067.25,4241,0.00,0.00
3210,1621142223,2025,918,10004.99,4258,0.00,0.00
3211,1621142223,2065,918,10062.34,4231,0.00,0.00
3212,1621142223,2106,917,9870.92,4248,0.00,0.00
3213,1621142223,2146,918,9808.66,4265,0.00,0.00
3214,1621142223,2186,917,9719.27,4258,0.00,0.00
3215,1621142223,2226,918,9848.44,4258,0.00,0.00
3216,1621142223,2269,916,9803.75,4255,34.10,25.50
3217,1621142223,2309,916,9714.37,4248,0.00,0.00
3218,1621142223,2349,916,9714.37,4248,0.00,0.00
3219,1621142223,2390,916,9687.24,4224,0.00,0.00
3220,1621142223,2430,916,9642.55,4220,0.00,0.00
3221,1621142223,2470,916,9669.67,4244,0.00,0.00
3222,1621142223,2510,916,9624.98,4241,0.00,0.00
3223,1621142223,2551,916,9669.67,4244,0.00,0.00
3224,1621142223,2593,916,9669.67,4244,33.60,25.50
3225,1621142223,2633,916,9714.37,4248,0.00,0.00
3226,1621142223,2673,916,9714.37,4248,0.00,0.00
3227,1621142223,2714,916,9816.41,4224,0.00,0.00
3228,1621142223,2754,916,9714.37,4248,0.00,0.00
3229,1621142223,2794,916,9771.72,4220,0.00,0.00
3230,1621142223,2835,916,9816.41,4224,0.00,0.00
3231,1621142223,2875,916,9798.84,4244,0.00,0.00
3232,1621142223,2917,916,9905.79,4231,33.20,25.60
3233,1621142223,2957,915,9888.22,4251,0.00,0.00
3234,1621142223,2998,915,10012.74,4217,0.00,0.00
3235,1621142223,3038,915,9803.75,4255,0.00,0.00
3236,1621142223,3078,915,9905.79,4231,0.00,0.00
3237,1621142223,3118,915,9905.79,4231,0.00,0.00
3238,1621142223,3159,915,9950.48,4234,0.00,0.00
3239,1621142223,3199,915,10052.52,4210,0.00,0.00
3240,1621142223,3241,915,9995.17,4238,32.90,26.00
3241,1621142223,3282,915,9995.17,4238,0.00,0.00
3242,1621142223,3322,915,10039.87,4241,0.00,0.00
3243,1621142223,3362,915,10057.43,4221,0.00,0.00
3244,1621142223,3402,915,10057.43,4221,0.00,0.00
3245,1621142223,3443,915,10102.13,4224,0.00,0.00
3246,1621142223,3483,915,10173.94,4251,0.00,0.00
3247,1621142223,3523,915,10191.51,4231,0.00,0.00
3248,1621142223,3565,915,10236.20,4235,32.80,26.20
3249,1621142223,3606,915,10236.20,4235,0.00,0.00
3250,1621142223,3646,915,10325.58,4241,0.00,0.00
3251,1621142223,3686,914,10410.06,4238,0.00,0.00
3252,1621142223,3727,915,10325.58,4241,0.00,0.00
3253,1621142223,3767,914,10370.28,4245,0.00,0.00
3254,1621142223,3807,914,10414.97,4248,0.00,0.00
3255,1621142223,3847,914,10517.01,4225,0.00,0.00
3256,1621142223,3890,914,10499.44,4245,32.80,26.30
3257,1621142223,3930,914,10517.01,4225,0.00,0.00
3258,1621142223,3970,914,10561.70,4228,0.00,0.00
3259,1621142223,4010,914,10606.39,4232,0.00,0.00
3260,1621142223,4051,914,10651.08,4235,0.00,0.00
3261,1621142223,4091,914,10695.77,4238,0.00,0.00
3262,1621142223,4131,836,10004.73,4283,0.00,0.00
3263,1621146359,40,924,10695.77,4238,0.00,0.00
3264,1621146359,82,924,10561.70,4228,33.10,26.20
3265,1621146359,122,924,10544.13,4248,0.00,0.00
3266,1621146359,163,925,10785.16,4245,0.00,0.00
3267,1621146359,203,924,10829.85,4248,0.00,0.00
3268,1621146359,243,921,10785.16,4245,0.00,0.00
3269,1621146359,283,921,10785.16,4245,0.00,0.00
3270,1621146359,324,921,10611.30,4242,0.00,0.00
3271,1621146359,364,921,10785.16,4245,0.00,0.00
3272,1621146359,406,920,10874.54,4251,33.30,26.10
3273,1621146359,447,921,10829.85,4248,0.00,0.00
3274,1621146359,487,921,10981.49,4239,0.00,0.00
3275,1621146359,527,920,10981.49,4239,0.00,0.00
3276,1621146359,567,920,10981.49,4239,0.00,0.00
3277,1621146359,608,920,10981.49,4239,0.00,0.00
3278,1621146359,648,919,10963.92,4258,0.00,0.00
3279,1621146359,688,919,10919.23,4254,0.00,0.00
3280,1621146359,730,919,11065.97,4235,33.60,26.20
3281,1621146359,771,919,11115.57,4248,0.00,0.00
3282,1621146359,811,919,11115.57,4248,0.00,0.00
3283,1621146359,851,919,11249.64,4257,0.00,0.00
3284,1621146359,892,919,11441.07,4242,0.00,0.00
3285,1621146359,932,919,11115.57,4248,0.00,0.00
3286,1621146359,972,919,11160.26,4251,0.00,0.00
3287,1621146359,1012,919,11249.64,4257,0.00,0.00
3288,1621146359,1055,919,11351.68,4236,33.90,25.90
3289,1621146359,1095,919,11339.02,4263,0.00,0.00
3290,1621146359,1135,919,11473.10,4272,0.00,0.00
3291,1621146359,1175,918,11445.97,4251,0.00,0.00
3292,1621146359,1216,919,11428.41,4269,0.00,0.00
3293,1621146359,1256,918,11445.97,4251,0.00,0.00
3294,1621146359,1296,918,11485.76,4245,0.00,0.00
3295,1621146359,1337,918,11530.45,4248,0.00,0.00
3296,1621146359,1379,918,11530.45,4248,34.10,25.70
3297,1621146359,1419,918,11485.76,4245,0.00,0.00
3298,1621146359,1459,918,11356.59,4245,0.00,0.00
3299,1621146359,1500,918,11575.14,4251,0.00,0.00
3300,1621146359,1540,918,11575.14,4251,0.00,0.00
3301,1621146359,1580,918,11445.97,4251,0.00,0.00
3302,1621146359,1620,918,11530.45,4248,0.00,0.00
3303,1621146359,1661,918,11548.02,4230,0.00,0.00
3304,1621146359,1703,918,11580.05,4260,34.30,25.60
3305,1621146359,1743,918,11682.09,4239,0.00,0.00
3306,1621146359,1784,918,11682.09,4239,0.00,0.00
3307,1621146359,1824,918,11726.78,4242,0.00,0.00
3308,1621146359,1864,918,11682.09,4239,0.00,0.00
3309,1621146359,1904,918,11771.47,4245,0.00,0.00
3310,1621146359,1945,918,11816.17,4248,0.00,0.00
3311,1621146359,1985,917,11860.86,4251,0.00,0.00
3312,1621146359,2027,916,11860.86,4251,34.40,25.50
3313,1621146359,2067,917,11860.86,4251,0.00,0.00
3314,1621146359,2108,917,11771.47,4245,0.00,0.00
3315,1621146359,2148,917,11900.64,4245,0.00,0.00
3316,1621146359,2188,917,11816.17,4248,0.00,0.00
3317,1621146359,2229,917,11860.86,4251,0.00,0.00
3318,1621146359,2269,916,11860.86,4251,0.00,0.00
3319,1621146359,2309,916,11798.60,4266,0.00,0.00
3320,1621146359,2351,916,11798.60,4266,34.50,25.30
3321,1621146359,2392,916,11905.55,4254,0.00,0.00
3322,1621146359,2432,916,11950.24,4257,0.00,0.00
3323,1621146359,2472,916,11994.93,4260,0.00,0.00
3324,1621146359,2512,916,11950.24,4257,0.00,0.00
3325,1621146359,2553,916,11932.67,4275,0.00,0.00
3326,1621146359,2593,916,11990.02,4251,0.00,0.00
3327,1621146359,2633,916,11860.86,4251,0.00,0.00
3328,1621146359,2676,916,11905.55,4254,34.70,25.30
3329,1621146359,2716,916,11860.86,4251,0.00,0.00
3330,1621146359,2756,916,11798.60,4266,0.00,0.00
3331,1621146359,2796,916,11592.71,4233,0.00,0.00
3332,1621146359,2837,916,11900.64,4245,0.00,0.00
3333,1621146359,2877,916,11990.02,4251,0.00,0.00
3334,1621146359,2917,916,12034.72,4254,0.00,0.00
3335,1621146359,2957,916,11905.55,4254,0.00,0.00
3336,1621146359,3000,915,12034.72,4254,34.70,25.20
3337,1621146359,3040,916,11905.55,4254,0.00,0.00
3338,1621146359,3080,915,12034.72,4254,0.00,0.00
3339,1621146359,3121,916,12096.97,4239,0.00,0.00
3340,1621146359,3161,916,12084.32,4266,0.00,0.00
3341,1621146359,3201,915,12084.32,4266,0.00,0.00
3342,1621146359,3241,915,12129.01,4268,0.00,0.00
3343,1621146359,3282,915,12129.01,4268,0.00,0.00
3344,1621146359,3324,915,12039.63,4263,34.80,25.30
3345,1621146359,3364,915,12039.63,4263,0.00,0.00
3346,1621146359,3404,915,12129.01,4268,0.00,0.00
3347,1621146359,3445,915,12173.70,4271,0.00,0.00
3348,1621146359,3485,915,12320.43,4254,0.00,0.00
3349,1621146359,3525,915,12320.43,4254,0.00,0.00
3350,1621146359,3566,915,12307.77,4280,0.00,0.00
3351,1621146359,3606,915,12365.12,4257,0.00,0.00
3352,1621146359,3648,915,12258.17,4268,35.00,25.10
3353,1621146359,3688,915,12124.10,4260,0.00,0.00
3354,1621146359,3729,915,12231.05,4248,0.00,0.00
3355,1621146359,3769,915,12173.70,4271,0.00,0.00
3356,1621146359,3809,915,12275.74,4251,0.00,0.00
3357,1621146359,3850,914,12218.39,4274,0.00,0.00
3358,1621146359,3890,914,12302.87,4271,0.00,0.00
3359,1621146359,3930,915,12449.60,4254,0.00,0.00
3360,1621146359,3972,914,12365.12,4257,35.10,24.80
3361,1621146359,4013,914,12365.12,4257,0.00,0.00
3362,1621146359,4053,914,12186.36,4245,0.00,0.00
3363,1621146359,4093,914,12213.48,4266,0.00,0.00
3364,1621146359,4133,836,12404.91,4251,0.00,0.00
3365,1621150493,40,924,12365.12,4257,0.00,0.00
3366,1621150493,80,925,12365.12,4257,0.00,0.00
3367,1621150493,120,925,12365.12,4257,0.00,0.00
3368,1621150493,163,925,12409.82,4259,35.10,24.60
3369,1621150493,203,922,12392.25,4277,0.00,0.00
3370,1621150493,243,921,12449.60,4254,0.00,0.00
3371,1621150493,283,921,12556.55,4242,0.00,0.00
3372,1621150493,324,921,12454.51,4262,0.00,0.00
3373,1621150493,364,921,11594.00,4091,0.00,0.00
3374,1621150493,404,921,11308.28,4087,0.00,0.00
3375,1621150493,445,920,11487.05,4101,0.00,0.00
3376,1621150493,487,920,11111.95,4090,35.20,24.20
3377,1621150493,527,920,11005.00,4101,0.00,0.00
3378,1621150493,567,919,11978.66,4139,0.00,0.00
3379,1621150493,608,919,11166.20,4134,0.00,0.00
3380,1621150493,648,920,11705.60,4108,0.00,0.00
3381,1621150493,688,919,11705.60,4108,0.00,0.00
3382,1621150493,728,919,11621.12,4112,0.00,0.00
3383,1621150493,769,919,11660.91,4105,0.00,0.00
3384,1621150493,811,919,11603.56,4129,35.20,24.40
3385,1621150493,851,919,11424.79,4115,0.00,0.00
3386,1621150493,892,919,11665.82,4115,0.00,0.00
3387,1621150493,932,919,11335.41,4108,0.00,0.00
3388,1621150493,972,919,11665.82,4115,0.00,0.00
3389,1621150493,1012,919,11621.12,4112,0.00,0.00
3390,1621150493,1053,919,11246.03,4101,0.00,0.00
3391,1621150493,1093,918,11665.82,4115,0.00,0.00
3392,1621150493,1135,918,11335.41,4108,35.50,24.00
3393,1621150493,1175,919,11946.63,4109,0.00,0.00
3394,1621150493,1216,919,11514.17,4122,0.00,0.00
3395,1621150493,1256,918,11553.96,4115,0.00,0.00
3396,1621150493,1296,918,11210.89,4137,0.00,0.00
3397,1621150493,1337,918,11317.84,4126,0.00,0.00
3398,1621150493,1377,918,6889.23,4768,0.00,0.00
3399,1621150493,1417,918,12655.49,4285,0.00,0.00
3400,1621150493,1459,918,12963.68,4276,35.40,23.90
3401,1621150493,1500,918,12732.22,4316,0.00,0.00
3402,1621150493,1540,918,12946.12,4292,0.00,0.00
3403,1621150493,1580,918,13182.23,4281,0.00,0.00
3404,1621150493,1621,918,13244.49,4267,0.00,0.00
3405,1621150493,1661,918,13333.87,4272,0.00,0.00
3406,1621150493,1701,918,13231.83,4291,0.00,0.00
3407,1621150493,1741,918,13378.57,4275,0.00,0.00
3408,1621150493,1784,917,13378.57,4275,35.40,23.90
3409,1621150493,1824,918,13142.45,4286,0.00,0.00
3410,1621150493,1864,918,13244.49,4267,0.00,0.00
3411,1621150493,1904,918,13244.49,4267,0.00,0.00
3412,1621150493,1945,917,13187.14,4289,0.00,0.00
3413,1621150493,1985,917,13289.18,4270,0.00,0.00
3414,1621150493,2025,917,13244.49,4267,0.00,0.00
3415,1621150493,2066,917,13110.42,4259,0.00,0.00
3416,1621150493,2108,916,13276.52,4294,35.30,24.10
3417,1621150493,2148,916,13226.92,4283,0.00,0.00
3418,1621150493,2188,916,13316.31,4289,0.00,0.00
3419,1621150493,2229,916,13333.87,4272,0.00,0.00
3420,1621150493,2269,916,13199.80,4264,0.00,0.00
3421,1621150493,2309,916,13333.87,4272,0.00,0.00
3422,1621150493,2349,916,13396.13,4259,0.00,0.00
3423,1621150493,2390,916,9578.48,4469,0.00,0.00
3424,1621150493,2432,916,3377.97,5665,35.20,23.90
3425,1621150493,2472,916,3149.60,5715,0.00,0.00
3426,1621150493,2513,916,3194.29,5709,0.00,0.00
3427,1621150493,2553,916,13364.10,4232,0.00,0.00
3428,1621150493,2593,916,6121.47,4854,0.00,0.00
3429,1621150493,2633,916,13239.58,4259,0.00,0.00
3430,1621150493,2674,916,13048.16,4273,0.00,0.00
3431,1621150493,2714,916,12914.08,4265,0.00,0.00
3432,1621150493,2756,915,12958.77,4267,34.70,24.30
3433,1621150493,2796,915,13048.16,4273,0.00,0.00
3434,1621150493,2837,915,13092.85,4276,0.00,0.00
3435,1621150493,2877,916,13092.85,4276,0.00,0.00
3436,1621150493,2917,915,13182.23,4281,0.00,0.00
3437,1621150493,2958,916,13137.54,4278,0.00,0.00
3438,1621150493,2998,915,13137.54,4278,0.00,0.00
3439,1621150493,3038,915,13150.20,4254,0.00,0.00
3440,1621150493,3080,915,13110.42,4259,35.00,24.10
3441,1621150493,3121,915,13284.27,4262,0.00,0.00
3442,1621150493,3161,915,13289.18,4270,0.00,0.00
3443,1621150493,3201,915,13525.30,4259,0.00,0.00
3444,1621150493,3242,915,13480.61,4256,0.00,0.00
3445,1621150493,3282,915,13525.30,4259,0.00,0.00
3446,1621150493,3322,915,13569.99,4261,0.00,0.00
3447,1621150493,3362,915,13373.66,4267,0.00,0.00
3448,1621150493,3405,914,13333.87,4272,35.30,23.70
3449,1621150493,3445,915,13659.37,4267,0.00,0.00
3450,1621150493,3485,915,13900.40,4264,0.00,0.00
3451,1621150493,3525,915,14079.17,4274,0.00,0.00
3452,1621150493,3566,915,14123.86,4276,0.00,0.00
3453,1621150493,3606,915,14123.86,4276,0.00,0.00
3454,1621150493,3646,915,13870.17,4303,0.00,0.00
3455,1621150493,3687,914,13882.83,4279,0.00,0.00
3456,1621150493,3729,914,13597.12,4280,35.80,23.10
3457,1621150493,3769,914,13597.12,4280,0.00,0.00
3458,1621150493,3809,914,13450.38,4296,0.00,0.00
3459,1621150493,3850,914,13445.47,4289,0.00,0.00
3460,1621150493,3890,914,13311.40,4281,0.00,0.00
3461,1621150493,3930,914,13137.54,4278,0.00,0.00
3462,1621150493,3970,914,13048.16,4273,0.00,0.00
3463,1621150493,4011,914,12985.90,4287,0.00,0.00
3464,1621150493,4053,914,12896.51,4282,35.90,22.90
3465,1621150493,4093,914,12891.61,4273,0.00,0.00
3466,1621150493,4134,832,12717.75,4271,0.00,0.00
3467,1621154629,40,914,12757.53,4265,0.00,0.00
3468,1621154629,80,914,12673.06,4268,0.00,0.00
3469,1621154629,120,914,12717.75,4271,0.00,0.00
3470,1621154629,161,914,12717.75,4271,0.00,0.00
3471,1621154629,201,914,12864.48,4254,0.00,0.00
3472,1621154629,243,913,12819.79,4251,35.90,22.70
3473,1621154629,283,913,12775.10,4248,0.00,0.00
3474,1621154629,324,913,12673.06,4268,0.00,0.00
3475,1621154629,364,913,12775.10,4248,0.00,0.00
3476,1621154629,404,913,12538.98,4259,0.00,0.00
3477,1621154629,445,913,12400.00,4242,0.00,0.00
3478,1621154629,485,913,12315.53,4245,0.00,0.00
3479,1621154629,525,913,12506.95,4231,0.00,0.00
3480,1621154629,567,913,12360.22,4248,35.90,23.10
3481,1621154629,608,913,12310.62,4236,0.00,0.00
3482,1621154629,648,913,12181.45,4236,0.00,0.00
3483,1621154629,688,913,12283.49,4216,0.00,0.00
3484,1621154629,728,913,4844.52,5008,0.00,0.00
3485,1621154629,769,913,12283.49,4216,0.00,0.00
3486,1621154629,809,913,12301.06,4198,0.00,0.00
3487,1621154629,849,913,12226.14,4239,0.00,0.00
3488,1621154629,892,912,12265.92,4233,36.00,23.10
3489,1621154629,932,913,12265.92,4233,0.00,0.00
3490,1621154629,972,913,12253.27,4260,0.00,0.00
3491,1621154629,1012,913,12355.31,4239,0.00,0.00
3492,1621154629,1053,912,12297.96,4263,0.00,0.00
3493,1621154629,1093,912,12382.43,4260,0.00,0.00
3494,1621154629,1133,912,12337.74,4257,0.00,0.00
3495,1621154629,1174,912,12221.23,4230,0.00,0.00
3496,1621154629,1216,912,12203.67,4248,35.80,22.60
3497,1621154629,1256,912,12163.88,4254,0.00,0.00
3498,1621154629,1296,912,12221.23,4230,0.00,0.00
3499,1621154629,1337,912,12248.36,4251,0.00,0.00
3500,1621154629,1377,912,12176.54,4227,0.00,0.00
3501,1621154629,1417,912,12203.67,4248,0.00,0.00
3502,1621154629,1457,912,12158.97,4245,0.00,0.00
3503,1621154629,1498,912,12101.62,4269,0.00,0.00
3504,1621154629,1540,912,12114.28,4242,35.60,22.60
3505,1621154629,1580,912,12114.28,4242,0.00,0.00
3506,1621154629,1621,910,12012.24,4263,0.00,0.00
3507,1621154629,1661,912,12114.28,4242,0.00,0.00
3508,1621154629,1701,912,12069.59,4239,0.00,0.00
3509,1621154629,1741,912,12114.28,4242,0.00,0.00
3510,1621154629,1782,909,12096.72,4260,0.00,0.00
3511,1621154629,1822,910,12114.28,4242,0.00,0.00
3512,1621154629,1864,909,12096.72,4260,35.50,22.70
3513,1621154629,1904,909,11922.86,4257,0.00,0.00
3514,1621154629,1945,909,11917.95,4248,0.00,0.00
3515,1621154629,1985,909,11744.09,4245,0.00,0.00
3516,1621154629,2025,909,11846.13,4224,0.00,0.00
3517,1621154629,2066,909,11739.18,4236,0.00,0.00
3518,1621154629,2106,909,11739.18,4236,0.00,0.00
3519,1621154629,2146,909,11739.18,4236,0.00,0.00
3520,1621154629,2188,909,11694.49,4232,35.40,22.90
3521,1621154629,2229,909,11649.80,4229,0.00,0.00
3522,1621154629,2269,909,11587.54,4245,0.00,0.00
3523,1621154629,2309,909,11515.73,4220,0.00,0.00
3524,1621154629,2350,909,11560.42,4223,0.00,0.00
3525,1621154629,2390,909,11515.73,4220,0.00,0.00
3526,1621154629,2430,909,11453.47,4235,0.00,0.00
3527,1621154629,2470,909,11453.47,4235,0.00,0.00
3528,1621154629,2513,908,11408.77,4232,35.40,22.80
3529,1621154629,2553,909,11262.04,4251,0.00,0.00
3530,1621154629,2593,908,11319.39,4226,0.00,0.00
3531,1621154629,2633,908,11274.70,4222,0.00,0.00
3532,1621154629,2674,908,11060.80,4248,0.00,0.00
3533,1621154629,2714,908,10797.56,4238,0.00,0.00
3534,1621154629,2754,908,7116.82,3648,0.00,0.00
3535,1621154629,2795,908,1040.82,2712,0.00,0.00
3536,1621154629,2837,908,7598.36,4968,35.10,24.40
3537,1621154629,2877,915,8256.07,5022,0.00,0.00
3538,1621154629,2917,916,9544.90,4005,0.00,0.00
3539,1621154629,2958,919,18284.31,4911,0.00,0.00
3540,1621154629,2998,921,18073.52,4890,0.00,0.00
3541,1621154629,3038,924,17984.13,4889,0.00,0.00
3542,1621154629,3078,925,17939.44,4888,0.00,0.00
3543,1621154629,3119,925,17715.98,4884,0.00,0.00
3544,1621154629,3161,926,17613.94,4901,37.50,23.90
3545,1621154629,3201,926,17581.91,4882,0.00,0.00
3546,1621154629,3242,922,17524.56,4900,0.00,0.00
3547,1621154629,3282,922,17447.83,4880,0.00,0.00
3548,1621154629,3322,922,17564.34,4899,0.00,0.00
3549,1621154629,3362,922,17519.65,4898,0.00,0.00
3550,1621154629,3403,922,17609.03,4899,0.00,0.00
3551,1621154629,3443,922,17653.72,4900,0.00,0.00
3552,1621154629,3485,922,17698.42,4901,40.30,22.10
3553,1621154629,3526,922,17609.03,4899,0.00,0.00
3554,1621154629,3566,922,17609.03,4899,0.00,0.00
3555,1621154629,3606,922,17698.42,4901,0.00,0.00
3556,1621154629,3646,922,17671.29,4884,0.00,0.00
3557,1621154629,3687,922,17609.03,4899,0.00,0.00
3558,1621154629,3727,921,17577.00,4880,0.00,0.00
3559,1621154629,3767,922,17219.46,4874,0.00,0.00
3560,1621154629,3809,921,17276.81,4856,41.40,20.90
3561,1621154629,3850,921,17160.31,4837,0.00,0.00
3562,1621154629,3890,921,16936.85,4832,0.00,0.00
3563,1621154629,3930,921,16534.63,4824,0.00,0.00
3564,1621154629,3971,921,16552.19,4807,0.00,0.00
3565,1621154629,4011,921,16904.82,4812,0.00,0.00
3566,1621154629,4051,921,17177.88,4820,0.00,0.00
3567,1621154629,4091,921,17423.55,4839,0.00,0.00
3568,1621154629,4134,840,17366.20,4857,41.70,21.40
3569,1621158772,40,921,17169.87,4871,0.00,0.00
3570,1621158772,80,921,16767.64,4863,0.00,0.00
3571,1621158772,120,921,16544.18,4859,0.00,0.00
3572,1621158772,161,921,16352.76,4876,0.00,0.00
3573,1621158772,201,921,16347.85,4873,0.00,0.00
3574,1621158772,241,920,16213.77,4871,0.00,0.00
3575,1621158772,281,920,16124.39,4869,0.00,0.00
3576,1621158772,324,919,16124.39,4869,41.80,21.60
3577,1621158772,364,919,16097.27,4851,0.00,0.00
3578,1621158772,404,920,16141.96,4851,0.00,0.00
3579,1621158772,445,919,16338.29,4838,0.00,0.00
3580,1621158772,485,919,16489.93,4823,0.00,0.00
3581,1621158772,525,919,16405.46,4824,0.00,0.00
3582,1621158772,565,919,16507.50,4806,0.00,0.00
3583,1621158772,606,919,16609.54,4789,0.00,0.00
3584,1621158772,648,919,16284.04,4801,41.60,22.00
3585,1621158772,688,919,15730.17,4807,0.00,0.00
3586,1621158772,729,919,15382.20,4836,0.00,0.00
3587,1621158772,769,919,15109.14,4827,0.00,0.00
3588,1621158772,809,919,14694.26,4840,0.00,0.00
3589,1621158772,849,919,14604.87,4838,0.00,0.00
3590,1621158772,890,919,14381.42,4832,0.00,0.00
3591,1621158772,930,919,14287.13,4827,0.00,0.00
3592,1621158772,972,918,13916.93,4842,41.20,21.80
3593,1621158772,1012,918,13738.17,4838,0.00,0.00
3594,1621158772,1053,918,13559.40,4833,0.00,0.00
3595,1621158772,1093,918,13527.37,4808,0.00,0.00
3596,1621158772,1133,918,13201.87,4824,0.00,0.00
3597,1621158772,1174,918,13005.53,4841,0.00,0.00
3598,1621158772,1214,918,13169.83,4798,0.00,0.00
3599,1621158772,1254,918,12889.02,4816,0.00,0.00
3600,1621158772,1296,918,12884.12,4812,40.60,22.10
3601,1621158772,1337,918,12558.62,4829,0.00,0.00
3602,1621158772,1377,918,12648.00,4832,0.00,0.00
3603,1621158772,1417,918,12767.61,4787,0.00,0.00
3604,1621158772,1457,918,12874.56,4768,0.00,0.00
3605,1621158772,1498,918,12633.53,4783,0.00,0.00
3606,1621158772,1538,918,12410.07,4776,0.00,0.00
3607,1621158772,1578,916,11388.62,4870,0.00,0.00
3608,1621158772,1621,916,5600.15,6245,39.80,22.40
3609,1621158772,1661,916,5600.15,6245,0.00,0.00
3610,1621158772,1701,917,5751.79,6146,0.00,0.00
3611,1621158772,1741,916,6532.22,5810,0.00,0.00
3612,1621158772,1782,916,10103.93,4984,0.00,0.00
3613,1621158772,1822,916,9323.51,5099,0.00,0.00
3614,1621158772,1862,916,11498.67,4770,0.00,0.00
3615,1621158772,1903,916,11391.72,4791,0.00,0.00
3616,1621158772,1945,916,11212.96,4785,38.90,23.00
3617,1621158772,1985,916,9562.72,4970,0.00,0.00
3618,1621158772,2025,916,7136.98,5426,0.00,0.00
3619,1621158772,2066,916,10614.40,4790,0.00,0.00
3620,1621158772,2106,916,10569.71,4789,0.00,0.00
3621,1621158772,2146,916,10542.58,4761,0.00,0.00
3622,1621158772,2186,916,10497.89,4759,0.00,0.00
3623,1621158772,2227,916,10408.51,4756,0.00,0.00
3624,1621158772,2269,916,10229.74,4749,38.50,22.70
3625,1621158772,2309,918,7889.24,3723,0.00,0.00
3626,1621158772,2350,916,6743.79,4095,0.00,0.00
