boot,ts,seconds,lux,kelvin,voltage,temp,humidity
10353,1622696016,5235,16291.02,5066,913,,
10354,1622696016,5255,16184.07,5084,913,,
10355,1622696016,5275,16156.94,5065,913,,
10356,1622696016,5296,16576.73,5050,913,,
10357,1622696016,5316,16576.73,5050,913,,
10358,1622696016,5336,15978.17,5063,913,,
10359,1622696016,5356,15844.10,5062,913,,
10360,1622696016,5377,15844.10,5062,913,,
10361,1622696016,5397,15978.17,5063,913,,
10362,1622696016,5417,16201.63,5065,913,,
10363,1622696016,5437,15978.17,5063,913,,
10364,1622696016,5458,16005.30,5083,913,,
10365,1622696016,5478,15978.17,5063,913,,
10366,1622696016,5498,16022.87,5064,913,,
10367,1622696016,5518,16022.87,5064,913,,
10368,1622696016,5539,16022.87,5064,913,36.90,35
10369,1622696016,5561,16067.56,5064,913,,
10370,1622696016,5581,15844.10,5062,913,,
10371,1622696016,5601,15781.84,5081,913,,
10372,1622696016,5622,15799.41,5062,913,,
10373,1622696016,5642,15799.41,5062,913,,
10374,1622696016,5662,15871.22,5082,913,,
10375,1622696016,5682,15960.61,5082,913,,
10376,1622696016,5703,16022.87,5064,913,,
10377,1622696016,5723,16156.94,5065,913,,
10378,1622696016,5743,16308.58,5047,913,,
10379,1622696016,5763,16616.52,5049,913,,
10380,1622696016,5784,16844.88,5052,913,,
10381,1622696016,5804,17411.41,5020,913,,
10382,1622696016,5824,18626.09,4983,913,,
10383,1622696016,5844,0.00,0,913,,
10384,1622696016,5865,0.00,0,913,37.10,35
10385,1622696016,5887,0.00,0,913,,
10386,1622696016,5907,0.00,0,913,,
10387,1622696016,5927,0.00,0,913,,
10388,1622696016,5948,0.00,0,913,,
10389,1622696016,5968,0.00,0,913,,
10390,1622696016,5988,0.00,0,913,,
10391,1622696016,6008,0.00,0,913,,
10392,1622696016,6028,0.00,0,913,,
10393,1622696016,6049,0.00,0,913,,
10394,1622696016,6069,0.00,0,913,,
10395,1622696016,6089,0.00,0,913,,
10396,1622696016,6110,0.00,0,913,,
10397,1622696016,6130,0.00,0,913,,
10398,1622696016,6150,0.00,0,913,,
10399,1622696016,6170,0.00,0,913,,
10400,1622696016,6191,0.00,0,913,39.30,35
10401,1622696016,6213,0.00,0,913,,
10402,1622696016,6233,0.00,0,913,,
10403,1622696016,6253,0.00,0,913,,
10404,1622696016,6274,0.00,0,913,,
10405,1622696016,6294,0.00,0,913,,
10406,1622696016,6314,0.00,0,913,,
10407,1622696016,6334,0.00,0,913,,
10408,1622696016,6355,0.00,0,913,,
10409,1622696016,6375,0.00,0,913,,
10410,1622696016,6395,0.00,0,913,,
10411,1622696016,6415,0.00,0,913,,
10412,1622696016,6435,0.00,0,913,,
10413,1622696016,6456,0.00,0,913,,
10414,1622696016,6476,0.00,0,913,,
10415,1622696016,6496,0.00,0,913,,
10416,1622696016,6516,0.00,0,913,41.00,33
10417,1622696016,6539,0.00,0,918,,
10418,1622696016,6559,0.00,0,921,,
10419,1622696016,6579,0.00,0,922,,
10420,1622696016,6599,0.00,0,924,,
10421,1622696016,6620,0.00,0,925,,
10422,1622696016,6640,0.00,0,926,,
10423,1622696016,6660,0.00,0,927,,
10424,1622696016,6681,0.00,0,926,,
10425,1622696016,6701,0.00,0,927,,
10426,1622696016,6721,0.00,0,927,,
10427,1622696016,6741,0.00,0,927,,
10428,1622696016,6762,0.00,0,927,,
10429,1622696016,6782,0.00,0,927,,
10430,1622696016,6802,18675.69,4985,928,,
10431,1622696016,6822,18014.87,5010,927,,
10432,1622696016,6842,18978.97,4957,927,41.60,33
10433,1622696016,6865,0.00,0,925,,
10434,1622696016,6885,0.00,0,925,,
10435,1622696016,6905,0.00,0,925,,
10436,1622696016,6925,0.00,0,925,,
10437,1622696016,6946,0.00,0,925,,
10438,1622696016,6966,0.00,0,925,,
10439,1622696016,6986,0.00,0,925,,
10440,1622696016,7006,0.00,0,924,,
10441,1622696016,7027,0.00,0,924,,
10442,1622696016,7047,18904.06,4988,924,,
10443,1622696016,7067,0.00,0,924,,
10444,1622696016,7087,18769.98,4987,924,,
10445,1622696016,7108,0.00,0,924,,
10446,1622696016,7128,0.00,0,924,,
10447,1622696016,7148,0.00,0,924,,
10448,1622696016,7168,0.00,0,924,42.00,32
10449,1622696016,7191,0.00,0,924,,
10450,1622696016,7211,18546.52,4985,924,,
10451,1622696016,7231,0.00,0,924,,
10452,1622696016,7252,0.00,0,924,,
10453,1622696016,7272,0.00,0,924,,
10454,1622696016,7292,0.00,0,924,,
10455,1622696016,7312,0.00,0,924,,
10456,1622696016,7332,0.00,0,924,,
10457,1622696016,7353,0.00,0,924,,
10458,1622696016,7373,0.00,0,924,,
10459,1622696016,7393,16415.53,5030,924,,
10460,1622696016,7413,15441.87,5059,924,,
10461,1622696016,7434,15039.65,5056,924,,
10462,1622696016,7454,15034.74,5054,922,,
10463,1622696016,7474,15084.34,5056,922,,
10464,1622696016,7494,15548.82,5041,924,42.00,31
10465,1622696016,7517,16058.00,5026,922,,
10466,1622696016,7537,16025.97,5006,922,,
10467,1622696016,7557,17111.48,4967,922,,
10468,1622696016,7577,15521.70,5021,922,,
10469,1622696016,7598,15338.02,5018,922,,
10470,1622696016,7618,15784.94,5022,922,,
10471,1622696016,7638,17330.03,4968,922,,
10472,1622696016,7658,0.00,0,922,,
10473,1622696016,7679,0.00,0,922,,
10474,1622696016,7699,18455.33,4933,922,,
10475,1622696016,7719,15052.31,5034,922,,
10476,1622696016,7739,14364.37,5048,922,,
10477,1622696016,7760,14140.91,5046,922,,
10478,1622696016,7780,13828.07,5043,922,,
10479,1622696016,7800,13957.23,5043,922,,
10480,1622696016,7820,16123.36,4952,922,41.00,31
10481,1622696016,7843,12822.37,5053,922,,
10482,1622696016,7863,12286.07,5048,921,,
10483,1622696016,7883,11853.63,5095,922,,
10484,1622696016,7903,11598.13,5065,921,,
10485,1622696016,7924,11267.72,5089,921,,
10486,1622696016,7944,10954.88,5086,921,,
10487,1622696016,7964,10624.47,5112,921,,
10488,1622696016,7984,10266.94,5109,921,,
10489,1622696016,8005,9936.53,5137,921,,
10490,1622696016,8025,9579.00,5135,921,,
10491,1622696016,8045,9221.47,5132,921,,
10492,1622696016,8065,8935.75,5165,921,,
10493,1622696016,8086,8667.60,5164,921,,
10494,1622696016,8106,8444.14,5163,921,,
10495,1622696016,8126,8305.16,5162,921,,
10496,1622696016,8146,8054.57,5122,921,39.20,31
10497,1622696016,8169,7858.24,5160,921,,
10498,1622696016,8189,7679.47,5159,921,,
10499,1622696016,8209,7473.58,5117,921,,
10500,1622696016,8229,7423.98,5115,921,,
10501,1622696016,8250,7205.43,5114,921,,
10502,1622696016,8270,7155.83,5112,921,,
10503,1622696016,8290,7084.02,5068,920,,
10504,1622696016,8310,6994.63,5066,920,,
10505,1622696016,8331,6905.25,5064,920,,
10506,1622696016,8351,6887.68,5109,919,,
10507,1622696016,8371,6860.56,5064,920,,
10508,1622696016,8391,6860.56,5064,920,,
10509,1622696016,8412,6860.56,5064,919,,
10510,1622696016,8432,6945.03,5063,919,,
10511,1622696016,8452,6842.99,5108,919,,
10512,1622696016,8472,6887.68,5109,919,37.30,31
10513,1622696016,8495,6887.68,5109,919,,
10514,1622696016,8515,6842.99,5108,919,,
10515,1622696016,8535,6945.03,5063,919,,
10516,1622696016,8555,6815.87,5063,919,,
10517,1622696016,8576,6798.30,5108,919,,
10518,1622696016,8596,6798.30,5108,919,,
10519,1622696016,8616,6753.61,5107,919,,
10520,1622696016,8636,6753.61,5107,919,,
10521,1622696016,8657,6753.61,5107,919,,
10522,1622696016,8677,6753.61,5107,919,,
10523,1622696016,8697,6855.65,5061,919,,
10524,1622696016,8717,6753.61,5107,918,,
10525,1622696016,8738,6708.92,5106,918,,
10526,1622696016,8758,6793.39,5106,918,,
10527,1622696016,8778,6708.92,5106,918,,
10528,1622696016,8798,6708.92,5106,918,35.30,33
10529,1622696016,8821,6708.92,5106,918,,
10530,1622696016,8841,6753.61,5107,918,,
10531,1622696016,8861,6882.77,5107,918,,
10532,1622696016,8881,6870.12,5154,918,,
10533,1622696016,8902,6977.07,5110,918,,
10534,1622696016,8922,7111.14,5111,918,,
10535,1622696016,8942,7245.22,5113,918,,
10536,1622696016,8962,7406.42,5157,918,,
10537,1622696016,8983,7558.06,5116,918,,
10538,1622696016,9003,7634.78,5159,918,,
10539,1622696016,9023,7853.33,5160,918,,
10540,1622696016,9043,7858.24,5160,918,,
10541,1622696016,9064,8049.67,5121,918,,
10542,1622696016,9084,8139.05,5122,917,,
10543,1622696016,9104,8183.74,5122,918,,
10544,1622696016,9124,8228.43,5123,918,34.00,35
10545,1622696016,9147,8126.39,5161,917,,
10546,1622696016,9167,8255.56,5161,917,,
10547,1622696016,9187,8215.77,5162,917,,
10548,1622696016,9207,8260.47,5162,918,,
10549,1622696016,9228,8305.16,5162,917,,
10550,1622696016,9248,8479.02,5162,917,,
10551,1622696016,9268,8483.92,5163,917,,
10552,1622696016,9288,8573.31,5163,917,,
10553,1622696016,9309,8702.47,5163,916,,
10554,1622696016,9329,8662.69,5164,917,,
10555,1622696016,9349,8707.38,5164,916,,
10556,1622696016,9370,8836.55,5164,917,,
10557,1622696016,9390,8752.07,5164,916,,
10558,1622696016,9410,8881.24,5164,916,,
10559,1622696016,9430,8841.46,5164,916,,
10560,1622696016,9450,8970.62,5164,916,33.20,36
10561,1622696016,9473,8886.15,5165,916,,
10562,1622696016,9493,8930.84,5165,916,,
10563,1622696016,9513,8975.53,5165,916,,
10564,1622696016,9533,9020.22,5165,916,,
10565,1622696016,9554,9109.61,5165,916,,
10566,1622696016,9574,9154.30,5166,916,,
10567,1622696016,9594,9261.25,5132,916,,
10568,1622696016,9614,9350.63,5132,916,,
10569,1622696016,9635,9569.18,5133,916,,
10570,1622696016,9655,9574.09,5134,916,,
10571,1622696016,9675,9681.04,5102,916,,
10572,1622696016,9695,9899.59,5103,916,,
10573,1622696016,9716,9904.50,5104,916,,
10574,1622696016,9736,10083.27,5106,916,,
10575,1622696016,9756,10217.34,5107,916,,
10576,1622696016,9776,10351.42,5108,916,32.90,37
10577,1622696016,9799,10458.37,5080,916,,
10578,1622696016,9819,10418.58,5081,916,,
10579,1622696016,9839,10592.44,5081,916,,
10580,1622696016,9859,10637.13,5081,834,32.90,38
10581,1622705926,20,10654.70,5053,918,,
10582,1622705926,40,10597.35,5082,919,,
10583,1622705926,60,10654.70,5053,919,,
10584,1622705926,81,10681.82,5082,921,,
10585,1622705926,101,10552.66,5082,921,,
10586,1622705926,121,10565.32,5052,921,,
10587,1622705926,141,10503.06,5080,921,,
10588,1622705926,162,10413.67,5079,922,,
10589,1622705926,182,10368.98,5079,922,,
10590,1622705926,202,10234.91,5077,922,,
10591,1622705926,222,10145.53,5076,922,,
10592,1622705926,243,10140.62,5075,924,32.90,39
10593,1622705926,265,10006.54,5073,924,,
10594,1622705926,285,9815.12,5104,924,,
10595,1622705926,305,9725.73,5103,921,,
10596,1622705926,326,9636.35,5102,921,,
10597,1622705926,346,9631.44,5101,921,,
10598,1622705926,366,9412.89,5100,921,,
10599,1622705926,386,9278.82,5098,921,,
10600,1622705926,407,9229.22,5097,921,,
10601,1622705926,427,9095.14,5095,921,,
10602,1622705926,447,8961.07,5094,921,,
10603,1622705926,467,8769.64,5128,921,,
10604,1622705926,488,8692.92,5091,921,,
10605,1622705926,508,8558.84,5089,921,,
10606,1622705926,528,8424.77,5087,921,,
10607,1622705926,548,8246.00,5085,920,,
10608,1622705926,569,8196.40,5083,920,32.50,39
10609,1622705926,591,7933.16,5081,919,,
10610,1622705926,611,7928.25,5079,920,,
10611,1622705926,632,7749.48,5076,919,,
10612,1622705926,652,7530.93,5075,919,,
10613,1622705926,672,7396.86,5073,919,,
10614,1622705926,692,7364.82,5028,919,,
10615,1622705926,712,7230.75,5025,920,,
10616,1622705926,733,7096.67,5022,919,,
10617,1622705926,753,6962.60,5019,919,,
10618,1622705926,773,6828.52,5016,919,,
10619,1622705926,793,6721.57,5059,919,,
10620,1622705926,814,6605.07,5010,919,,
10621,1622705926,834,6542.81,5055,919,,
10622,1622705926,854,6453.42,5053,919,,
10623,1622705926,874,6364.04,5051,919,,
10624,1622705926,895,6319.35,5050,919,31.70,41
10625,1622705926,917,6274.66,5049,919,,
10626,1622705926,937,6229.97,5048,919,,
10627,1622705926,957,6185.27,5047,918,,
10628,1622705926,978,6185.27,5047,918,,
10629,1622705926,998,6095.89,5045,919,,
10630,1622705926,1018,6095.89,5045,918,,
10631,1622705926,1038,6135.67,5043,919,,
10632,1622705926,1059,5988.94,5094,918,,
10633,1622705926,1079,5917.12,5041,918,,
10634,1622705926,1099,5899.56,5092,918,,
10635,1622705926,1120,5810.17,5091,918,,
10636,1622705926,1140,5765.48,5090,918,,
10637,1622705926,1160,5720.79,5089,918,,
10638,1622705926,1180,5648.97,5034,918,,
10639,1622705926,1201,5688.76,5031,918,,
10640,1622705926,1221,5542.02,5086,918,31.00,41
10641,1622705926,1243,5497.33,5085,918,,
10642,1622705926,1263,5497.33,5085,918,,
10643,1622705926,1284,5407.95,5083,918,,
10644,1622705926,1304,5363.26,5082,918,,
10645,1622705926,1324,5447.73,5081,918,,
10646,1622705926,1344,5273.88,5081,918,,
10647,1622705926,1364,5229.18,5080,918,,
10648,1622705926,1385,5229.18,5080,918,,
10649,1622705926,1405,5268.97,5078,918,,
10650,1622705926,1425,5224.27,5077,918,,
10651,1622705926,1445,5077.54,5138,918,,
10652,1622705926,1466,5032.85,5137,918,,
10653,1622705926,1486,4961.03,5074,918,,
10654,1622705926,1506,5045.51,5072,918,,
10655,1622705926,1526,4916.34,5072,918,,
10656,1622705926,1547,5000.82,5071,918,30.40,42
10657,1622705926,1569,4956.13,5070,917,,
10658,1622705926,1589,4826.96,5070,917,,
10659,1622705926,1609,4826.96,5070,917,,
10660,1622705926,1630,4826.96,5070,917,,
10661,1622705926,1650,4826.96,5070,917,,
10662,1622705926,1670,4871.65,5071,916,,
10663,1622705926,1691,4973.69,5008,917,,
10664,1622705926,1711,5018.38,5010,917,,
10665,1622705926,1731,5018.38,5010,918,,
10666,1622705926,1751,5063.07,5012,917,,
10667,1622705926,1772,5063.07,5012,916,,
10668,1622705926,1792,5125.33,4955,916,,
10669,1622705926,1812,5152.46,5015,916,,
10670,1622705926,1832,5170.02,4957,916,,
10671,1622705926,1853,5259.41,4961,916,,
10672,1622705926,1873,5450.83,4907,916,30.10,43
10673,1622705926,1895,5276.98,4905,916,,
10674,1622705926,1915,5130.24,4961,916,,
10675,1622705926,1936,5259.41,4961,916,,
10676,1622705926,1956,5174.93,4962,916,,
10677,1622705926,1976,5321.67,4907,916,,
10678,1622705926,1996,5366.36,4910,916,,
10679,1622705926,2017,5438.18,4968,916,,
10680,1622705926,2037,5353.70,4970,916,,
10681,1622705926,2057,5527.56,4971,916,,
10682,1622705926,2077,5589.82,4920,916,,
10683,1622705926,2097,5577.16,4978,916,,
10684,1622705926,2118,5666.54,4981,916,,
10685,1622705926,2138,5755.92,4984,916,,
10686,1622705926,2158,5890.00,4989,916,,
10687,1622705926,2178,6024.07,4993,916,,
10688,1622705926,2199,6158.15,4997,916,29.80,44
10689,1622705926,2221,6336.92,5003,916,,
10690,1622705926,2241,6470.99,5006,916,,
10691,1622705926,2262,6547.72,5058,916,,
10692,1622705926,2282,6681.79,5060,916,,
10693,1622705926,2302,6815.87,5063,916,,
10694,1622705926,2322,6905.25,5064,916,,
10695,1622705926,2343,7123.80,5066,915,,
10696,1622705926,2363,7111.14,5111,916,,
10697,1622705926,2383,7173.40,5069,916,,
10698,1622705926,2403,7200.52,5112,915,,
10699,1622705926,2424,7200.52,5112,915,,
10700,1622705926,2444,7227.65,5156,915,,
10701,1622705926,2464,7200.52,5112,915,,
10702,1622705926,2484,7182.96,5156,915,,
10703,1622705926,2505,7138.27,5156,915,,
10704,1622705926,2525,7093.57,5155,915,29.80,44
10705,1622705926,2547,7004.19,5155,915,,
10706,1622705926,2567,6959.50,5155,915,,
10707,1622705926,2588,6972.16,5108,915,,
10708,1622705926,2608,6927.47,5108,915,,
10709,1622705926,2628,6865.21,5153,915,,
10710,1622705926,2648,6691.35,5153,915,,
10711,1622705926,2669,6646.66,5153,915,,
10712,1622705926,2689,6557.27,5152,915,,
10713,1622705926,2709,6569.93,5103,915,,
10714,1622705926,2729,6525.24,5102,915,,
10715,1622705926,2750,6435.86,5101,915,,
10716,1622705926,2770,6373.60,5150,915,,
10717,1622705926,2790,6301.78,5099,915,,
10718,1622705926,2810,6212.40,5098,915,,
10719,1622705926,2831,6123.02,5096,915,,
10720,1622705926,2851,6033.63,5095,915,29.90,44
10721,1622705926,2873,6090.98,5042,915,,
10722,1622705926,2893,6001.60,5040,915,,
10723,1622705926,2914,5854.87,5092,914,,
10724,1622705926,2934,5783.05,5037,915,,
10725,1622705926,2954,5867.52,5036,915,,
10726,1622705926,2974,5738.36,5036,915,,
10727,1622705926,2995,5822.83,5035,914,,
10728,1622705926,3015,5693.67,5035,914,,
10729,1622705926,3035,5648.97,5034,914,,
10730,1622705926,3055,5648.97,5034,914,,
10731,1622705926,3076,5648.97,5034,914,,
10732,1622705926,3096,5648.97,5034,914,,
10733,1622705926,3116,5648.97,5034,914,,
10734,1622705926,3136,5693.67,5035,914,,
10735,1622705926,3157,5778.14,5034,914,,
10736,1622705926,3177,5693.67,5035,914,29.80,45
10737,1622705926,3199,5867.52,5036,914,,
10738,1622705926,3219,5827.74,5038,914,,
10739,1622705926,3240,6001.60,5040,914,,
10740,1622705926,3260,5961.82,5042,914,,
10741,1622705926,3280,6095.89,5045,914,,
10742,1622705926,3301,6229.97,5048,914,,
10743,1622705926,3321,6364.04,5051,914,,
10744,1622705926,3341,6498.12,5054,914,,
10745,1622705926,3361,6676.88,5058,914,,
10746,1622705926,3382,6828.52,5016,914,,
10747,1622705926,3402,6949.94,5065,914,,
10748,1622705926,3422,7230.75,5025,914,,
10749,1622705926,3442,7347.26,5070,914,,
10750,1622705926,3462,7396.86,5073,914,,
10751,1622705926,3483,7530.93,5075,914,,
10752,1622705926,3503,7722.36,5036,914,29.80,45
10753,1622705926,3525,7811.74,5038,914,,
10754,1622705926,3545,7901.12,5039,914,,
10755,1622705926,3566,7888.47,5080,914,,
10756,1622705926,3586,7990.51,5041,914,,
10757,1622705926,3606,8035.20,5042,914,,
10758,1622705926,3626,8124.58,5043,914,,
10759,1622705926,3647,8111.92,5083,914,,
10760,1622705926,3667,8303.35,5047,914,,
10761,1622705926,3687,8348.04,5047,914,,
10762,1622705926,3707,8437.42,5049,914,,
10763,1622705926,3728,8482.12,5050,914,,
10764,1622705926,3748,8499.68,5014,914,,
10765,1622705926,3768,8454.99,5013,914,,
10766,1622705926,3788,8308.26,5049,914,,
10767,1622705926,3809,8365.61,5011,914,,
10768,1622705926,3829,8365.61,5011,914,30.10,45
10769,1622705926,3851,8320.92,5010,914,,
10770,1622705926,3872,8320.92,5010,914,,
10771,1622705926,3892,8293.79,4973,914,,
10772,1622705926,3912,8293.79,4973,914,,
10773,1622705926,3932,8293.79,4973,913,,
10774,1622705926,3953,8236.44,5011,914,,
10775,1622705926,3973,8365.61,5011,913,,
10776,1622705926,3993,8365.61,5011,914,,
10777,1622705926,4013,8263.57,5048,913,,
10778,1622705926,4034,8308.26,5049,913,,
10779,1622705926,4054,8263.57,5048,913,,
10780,1622705926,4074,8263.57,5048,913,,
10781,1622705926,4094,8348.04,5047,913,,
10782,1622705926,4115,8218.87,5047,913,,
10783,1622705926,4135,8303.35,5047,913,,
10784,1622705926,4155,8174.18,5047,913,30.40,44
10785,1622705926,4177,8174.18,5047,913,,
10786,1622705926,4198,8156.62,5084,913,,
10787,1622705926,4218,8129.49,5046,913,,
10788,1622705926,4238,8084.80,5045,913,,
10789,1622705926,4258,8084.80,5045,913,,
10790,1622705926,4279,8084.80,5045,913,,
10791,1622705926,4299,8129.49,5046,913,,
10792,1622705926,4319,8231.53,5008,913,,
10793,1622705926,4339,8174.18,5047,913,,
10794,1622705926,4360,8276.22,5009,913,,
10795,1622705926,4380,8236.44,5011,913,,
10796,1622705926,4400,8281.13,5012,913,,
10797,1622705926,4420,8325.82,5013,913,,
10798,1622705926,4441,8370.52,5014,913,,
10799,1622705926,4461,8499.68,5014,913,,
10800,1622705926,4481,8499.68,5014,913,30.40,44
10801,1622705926,4503,8370.52,5014,913,,
10802,1622705926,4524,8410.30,5012,913,,
10803,1622705926,4544,8281.13,5012,913,,
10804,1622705926,4564,8191.75,5010,913,,
10805,1622705926,4584,8102.37,5008,913,,
10806,1622705926,4605,8142.15,5006,913,,
10807,1622705926,4625,8070.33,4967,913,,
10808,1622705926,4645,8008.07,5003,913,,
10809,1622705926,4665,7834.22,5002,913,,
10810,1622705926,4686,7874.00,5000,913,,
10811,1622705926,4706,7700.14,4999,913,,
10812,1622705926,4726,7637.88,5037,913,,
10813,1622705926,4746,7548.50,5035,913,,
10814,1622705926,4767,7503.81,5034,913,,
10815,1622705926,4787,7543.59,5032,912,,
10816,1622705926,4807,7498.90,5031,912,30.20,45
10817,1622705926,4829,7325.04,5030,913,,
10818,1622705926,4850,7280.35,5029,912,,
10819,1622705926,4870,7364.82,5028,912,,
10820,1622705926,4890,7347.26,5070,912,,
10821,1622705926,4911,7218.09,5070,912,,
10822,1622705926,4931,7262.78,5071,912,,
10823,1622705926,4951,7364.82,5028,912,,
10824,1622705926,4971,7409.52,5029,912,,
10825,1622705926,4992,7325.04,5030,912,,
10826,1622705926,5012,7369.73,5031,912,,
10827,1622705926,5032,7632.97,5034,912,,
10828,1622705926,5052,7829.31,4999,912,,
10829,1622705926,5073,8413.40,4902,912,,
10830,1622705926,5093,7980.95,4965,912,,
10831,1622705926,5113,8070.33,4967,912,,
10832,1622705926,5133,8249.10,4972,912,29.90,45
10833,1622705926,5156,8597.07,4912,912,,
10834,1622705926,5176,9181.17,4830,912,,
10835,1622705926,5196,9074.22,4857,912,,
10836,1622705926,5216,9422.19,4808,912,,
10837,1622705926,5237,9332.81,4805,912,,
10838,1622705926,5257,8922.57,4884,912,,
10839,1622705926,5277,8748.72,4883,912,,
10840,1622705926,5297,8743.81,4879,912,,
10841,1622705926,5318,8569.95,4877,912,,
10842,1622705926,5338,8609.73,4874,912,,
10843,1622705926,5358,8507.69,4909,912,,
10844,1622705926,5378,8435.87,4872,912,,
10845,1622705926,5399,8475.66,4869,912,,
10846,1622705926,5419,8328.92,4903,912,,
10847,1622705926,5439,8266.67,4936,912,,
10848,1622705926,5459,8194.85,4899,910,29.90,45
10849,1622705926,5482,8194.85,4899,909,,
10850,1622705926,5502,8194.85,4899,909,,
10851,1622705926,5522,8177.28,4934,910,,
10852,1622705926,5542,8132.59,4932,912,,
10853,1622705926,5563,8132.59,4932,909,,
10854,1622705926,5583,8132.59,4932,909,,
10855,1622705926,5603,8105.47,4896,909,,
10856,1622705926,5623,7958.73,4931,910,,
10857,1622705926,5644,7998.52,4928,909,,
10858,1622705926,5664,7909.13,4926,909,,
10859,1622705926,5684,7864.44,4924,909,,
10860,1622705926,5704,7864.44,4924,909,,
10861,1622705926,5725,7819.75,4923,909,,
10862,1622705926,5745,7819.75,4923,909,,
10863,1622705926,5765,7792.62,4885,909,,
10864,1622705926,5785,7730.37,4920,909,29.90,45
10865,1622705926,5808,7685.67,4918,909,,
10866,1622705926,5828,7596.29,4915,909,,
10867,1622705926,5848,7506.91,4912,909,,
10868,1622705926,5868,7444.65,4949,909,,
10869,1622705926,5889,7372.83,4907,909,,
10870,1622705926,5909,7265.88,4944,909,,
10871,1622705926,5929,7176.50,4941,909,,
10872,1622705926,5949,6985.07,4980,909,,
10873,1622705926,5970,7024.86,4978,909,,
10874,1622705926,5990,6890.78,4974,909,,
10875,1622705926,6010,6846.09,4972,909,,
10876,1622705926,6031,6756.71,4970,909,,
10877,1622705926,6051,6756.71,4970,909,,
10878,1622705926,6071,6667.32,4967,909,,
10879,1622705926,6091,6694.45,5012,909,,
10880,1622705926,6112,6694.45,5012,909,29.80,45
10881,1622705926,6134,6694.45,5012,909,,
10882,1622705926,6154,6796.49,4967,909,,
10883,1622705926,6174,6796.49,4967,908,,
10884,1622705926,6195,6667.32,4967,909,,
10885,1622705926,6215,6751.80,4965,909,,
10886,1622705926,6235,6679.98,4918,909,,
10887,1622705926,6255,6617.72,4961,908,,
10888,1622705926,6276,6443.87,4959,909,,
10889,1622705926,6296,6354.48,4956,908,,
10890,1622705926,6316,6349.57,4951,909,,
10891,1622705926,6336,6202.84,4999,909,,
10892,1622705926,6356,6170.81,4945,908,,
10893,1622705926,6377,6024.07,4993,908,,
10894,1622705926,6397,5890.00,4989,908,,
10895,1622705926,6417,5929.78,4986,908,,
10896,1622705926,6437,5755.92,4984,908,29.50,45
10897,1622705926,6460,5666.54,4981,908,,
10898,1622705926,6480,5706.32,4978,908,,
10899,1622705926,6500,5616.94,4975,908,,
10900,1622705926,6521,5443.08,4973,908,,
10901,1622705926,6541,5425.52,5027,908,,
10902,1622705926,6561,5336.13,5025,908,,
10903,1622705926,6581,5291.44,5023,908,,
10904,1622705926,6602,5202.06,5021,908,,
10905,1622705926,6622,5241.84,5018,908,,
10906,1622705926,6642,5214.72,4959,908,,
10907,1622705926,6662,5112.67,5018,908,,
10908,1622705926,6683,5170.02,4957,908,,
10909,1622705926,6703,5125.33,4955,908,,
10910,1622705926,6723,5023.29,5015,908,,
10911,1622705926,6743,5125.33,4955,908,,
10912,1622705926,6764,5080.64,4953,908,29.00,45
10913,1622705926,6786,5080.64,4953,908,,
10914,1622705926,6806,5080.64,4953,908,,
10915,1622705926,6826,5035.95,4951,908,,
10916,1622705926,6847,4951.47,4953,907,,
10917,1622705926,6867,5035.95,4951,908,,
10918,1622705926,6887,5080.64,4953,908,,
10919,1622705926,6907,5080.64,4953,908,,
10920,1622705926,6928,5125.33,4955,907,,
10921,1622705926,6948,5040.86,4957,908,,
10922,1622705926,6968,5125.33,4955,907,,
10923,1622705926,6988,5170.02,4957,907,,
10924,1622705926,7009,5170.02,4957,907,,
10925,1622705926,7029,5170.02,4957,907,,
10926,1622705926,7049,5170.02,4957,908,,
10927,1622705926,7070,5170.02,4957,908,,
10928,1622705926,7090,5125.33,4955,909,28.60,46
10929,1622705926,7112,5125.33,4955,909,,
10930,1622705926,7132,5080.64,4953,909,,
10931,1622705926,7153,4978.60,5013,909,,
10932,1622705926,7173,5018.38,5010,909,,
10933,1622705926,7193,4946.57,4947,909,,
10934,1622705926,7213,4844.52,5008,910,,
10935,1622705926,7234,4884.31,5005,912,,
10936,1622705926,7254,4839.62,5003,912,,
10937,1622705926,7274,4794.92,5002,912,,
10938,1622705926,7294,4692.88,5067,912,,
10939,1622705926,7315,4621.07,5000,912,,
10940,1622705926,7335,4660.85,4996,912,,
10941,1622705926,7355,4616.16,4995,912,,
10942,1622705926,7375,4514.12,5062,912,,
10943,1622705926,7395,4553.90,5059,912,,
10944,1622705926,7416,4482.08,4989,912,28.20,46
10945,1622705926,7438,4335.35,5057,912,,
10946,1622705926,7458,4290.66,5055,912,,
10947,1622705926,7479,4330.44,5053,912,,
10948,1622705926,7499,4285.75,5051,912,,
10949,1622705926,7519,4241.06,5050,913,,
10950,1622705926,7539,4151.67,5047,913,,
10951,1622705926,7559,4062.29,5043,913,,
10952,1622705926,7580,3915.56,5120,913,,
10953,1622705926,7600,3781.48,5118,913,,
10954,1622705926,7620,3821.27,5116,913,,
10955,1622705926,7641,3602.72,5114,913,,
10956,1622705926,7661,3513.33,5112,913,,
10957,1622705926,7681,3508.42,5109,913,,
10958,1622705926,7701,3374.35,5105,913,,
10959,1622705926,7722,3155.80,5103,913,,
10960,1622705926,7742,3021.72,5099,913,27.90,47
10961,1622705926,7764,3016.82,5095,913,,
