boot,ts,seconds,lux,kelvin,voltage,temp,humidity
1986,1622513134,8456,0.00,0,917,,
1987,1622513134,8476,0.00,0,918,,
1988,1622513134,8496,0.00,0,917,,
1989,1622513134,8517,0.00,0,917,,
1990,1622513134,8537,0.00,0,917,,
1991,1622513134,8557,0.00,0,917,,
1992,1622513134,8578,0.00,0,917,,
1993,1622513134,8598,0.00,0,917,,
1994,1622513134,8618,0.00,0,917,,
1995,1622513134,8639,0.00,0,917,,
1996,1622513134,8659,18546.78,5167,916,,
1997,1622513134,8679,0.00,0,917,,
1998,1622513134,8699,18251.51,5149,917,,
1999,1622513134,8720,16644.16,5239,917,,
2000,1622513134,8740,16554.77,5239,916,37.00,38
2001,1622513134,8762,16433.36,5220,916,,
2002,1622513134,8783,15795.02,5240,916,,
2003,1622513134,8803,15432.57,5242,916,,
2004,1622513134,8823,15075.04,5242,916,,
2005,1622513134,8844,14908.93,5222,916,,
2006,1622513134,8864,14556.31,5222,916,,
2007,1622513134,8884,14434.89,5201,916,,
2008,1622513134,8905,14300.82,5201,916,,
2009,1622513134,8925,14345.51,5201,916,,
2010,1622513134,8945,13898.59,5201,916,,
2011,1622513134,8965,13893.68,5201,916,,
2012,1622513134,8986,13764.52,5201,916,,
2013,1622513134,9006,13719.82,5201,916,,
2014,1622513134,9026,13938.37,5201,916,,
2015,1622513134,9047,14015.10,5223,916,,
2016,1622513134,9067,14283.25,5223,916,35.70,38
2017,1622513134,9089,14685.47,5222,916,,
2018,1622513134,9110,14896.27,5243,916,,
2019,1622513134,9130,15204.21,5242,916,,
2020,1622513134,9150,15427.67,5242,916,,
2021,1622513134,9170,15593.77,5262,916,,
2022,1622513134,9191,15772.54,5261,916,,
2023,1622513134,9211,15893.96,5281,915,,
2024,1622513134,9231,15956.21,5260,915,,
2025,1622513134,9252,15938.65,5280,915,,
2026,1622513134,9272,15911.52,5260,915,,
2027,1622513134,9292,15938.65,5280,915,,
2028,1622513134,9313,16000.91,5260,915,,
2029,1622513134,9333,16122.32,5279,915,,
2030,1622513134,9353,16854.96,5257,915,,
2031,1622513134,9374,0.00,0,915,,
2032,1622513134,9394,18688.86,5117,915,34.80,39
2033,1622513134,9416,17095.98,5237,915,,
2034,1622513134,9436,16015.38,5299,915,,
2035,1622513134,9457,15702.53,5301,915,,
2036,1622513134,9477,15282.74,5325,915,,
2037,1622513134,9497,14893.17,5307,915,,
2038,1622513134,9518,14473.38,5333,915,,
2039,1622513134,9538,14088.72,5313,915,,
2040,1622513134,9558,13552.42,5317,915,,
2041,1622513134,9579,13105.51,5321,915,,
2042,1622513134,9599,12850.02,5299,915,,
2043,1622513134,9619,12581.87,5301,915,,
2044,1622513134,9639,12313.72,5303,915,,
2045,1622513134,9660,12192.30,5278,915,,
2046,1622513134,9680,12013.53,5279,915,,
2047,1622513134,9700,11924.15,5280,915,,
2048,1622513134,9721,11936.81,5254,914,34.10,39
2049,1622513134,9743,11807.64,5254,914,,
2050,1622513134,9763,11909.68,5227,914,,
2051,1622513134,9784,11909.68,5227,914,,
2052,1622513134,9804,11954.38,5227,914,,
2053,1622513134,9824,11999.07,5227,914,,
2054,1622513134,9844,12145.80,5201,914,,
2055,1622513134,9865,12235.18,5201,914,,
2056,1622513134,9885,12222.52,5226,914,,
2057,1622513134,9905,12311.91,5226,914,,
2058,1622513134,9926,12401.29,5226,914,,
2059,1622513134,9946,12463.55,5201,914,,
2060,1622513134,9966,12552.93,5201,914,,
2061,1622513134,9987,12669.44,5225,914,,
2062,1622513134,10007,12731.70,5201,914,,
2063,1622513134,10027,12821.08,5201,914,,
2064,1622513134,10048,12892.90,5225,914,33.20,39
2065,1622513134,10070,13071.67,5225,914,,
2066,1622513134,10090,13277.56,5249,914,,
2067,1622513134,10110,13545.71,5248,914,,
2068,1622513134,10131,13756.51,5270,914,,
2069,1622513134,10151,14203.42,5268,914,,
2070,1622513134,10171,14655.25,5265,914,,
2071,1622513134,10192,15236.24,5263,914,,
2072,1622513134,10212,17223.60,5146,835,32.90,40
2073,1622523418,20,0.00,0,924,,
2074,1622523418,40,0.00,0,925,,
2075,1622523418,60,0.00,0,926,,
2076,1622523418,81,0.00,0,926,,
2077,1622523418,101,0.00,0,927,,
2078,1622523418,121,0.00,0,927,,
2079,1622523418,142,0.00,0,926,,
2080,1622523418,162,0.00,0,927,34.40,41
2081,1622523418,184,0.00,0,927,,
2082,1622523418,205,0.00,0,926,,
2083,1622523418,225,0.00,0,924,,
2084,1622523418,245,0.00,0,922,,
2085,1622523418,266,17605.16,5218,922,,
2086,1622523418,286,17225.15,5237,922,,
2087,1622523418,306,16613.93,5277,922,,
2088,1622523418,326,16609.02,5277,922,,
2089,1622523418,347,16564.33,5277,922,,
2090,1622523418,367,16666.37,5258,922,,
2091,1622523418,387,16576.99,5258,922,,
2092,1622523418,408,16733.54,5238,922,,
2093,1622523418,428,16835.58,5219,922,,
2094,1622523418,448,0.00,0,922,,
2095,1622523418,469,0.00,0,922,,
2096,1622523418,489,16746.20,5219,922,35.70,39
2097,1622523418,511,16522.74,5220,922,,
2098,1622523418,531,16272.16,5201,921,,
2099,1622523418,552,15941.75,5220,921,,
2100,1622523418,572,15659.13,5180,921,,
2101,1622523418,592,15390.98,5180,921,,
2102,1622523418,613,15140.40,5159,921,,
2103,1622523418,633,14956.72,5158,921,,
2104,1622523418,653,14693.48,5158,921,,
2105,1622523418,674,14559.41,5158,921,,
2106,1622523418,694,14470.02,5157,921,,
2107,1622523418,714,14380.64,5157,921,,
2108,1622523418,734,14398.21,5136,921,,
2109,1622523418,755,14634.32,5115,921,,
2110,1622523418,775,14795.52,5137,921,,
2111,1622523418,795,14616.76,5136,921,,
2112,1622523418,816,14693.48,5158,921,34.90,39
2113,1622523418,838,0.00,0,921,,
2114,1622523418,858,0.00,0,921,,
2115,1622523418,879,0.00,0,921,,
2116,1622523418,899,0.00,0,921,,
2117,1622523418,919,0.00,0,921,,
2118,1622523418,940,0.00,0,921,,
2119,1622523418,960,0.00,0,921,,
2120,1622523418,980,0.00,0,921,,
2121,1622523418,1000,0.00,0,921,,
2122,1622523418,1021,0.00,0,921,,
2123,1622523418,1041,0.00,0,921,,
2124,1622523418,1061,0.00,0,921,,
2125,1622523418,1082,0.00,0,921,,
2126,1622523418,1102,0.00,0,921,,
2127,1622523418,1122,0.00,0,921,,
2128,1622523418,1143,0.00,0,921,36.70,39
2129,1622523418,1165,0.00,0,920,,
2130,1622523418,1185,0.00,0,921,,
2131,1622523418,1206,17202.93,5219,921,,
2132,1622523418,1226,15988.25,5279,920,,
2133,1622523418,1246,15692.97,5261,921,,
2134,1622523418,1266,15357.66,5283,921,,
2135,1622523418,1287,15901.97,5220,920,,
2136,1622523418,1307,14866.05,5286,920,,
2137,1622523418,1327,14374.44,5288,920,,
2138,1622523418,1348,13927.52,5291,920,,
2139,1622523418,1368,13609.77,5294,920,,
2140,1622523418,1388,13296.93,5296,920,,
2141,1622523418,1409,13118.17,5297,919,,
2142,1622523418,1429,12966.52,5323,919,,
2143,1622523418,1449,12921.83,5323,919,,
2144,1622523418,1469,12832.45,5324,919,36.50,38
2145,1622523418,1492,12877.14,5324,919,,
2146,1622523418,1512,12909.17,5348,919,,
2147,1622523418,1532,13234.67,5321,919,,
2148,1622523418,1553,13445.47,5342,919,,
2149,1622523418,1573,13999.34,5314,919,,
2150,1622523418,1593,14669.72,5309,919,,
2151,1622523418,1614,15134.20,5284,919,,
2152,1622523418,1634,15116.63,5306,919,,
2153,1622523418,1654,14997.02,5349,919,,
2154,1622523418,1675,15399.25,5345,919,,
2155,1622523418,1695,17095.98,5237,919,,
2156,1622523418,1715,0.00,0,919,,
2157,1622523418,1735,0.00,0,919,,
2158,1622523418,1756,0.00,0,919,,
2159,1622523418,1776,0.00,0,919,,
2160,1622523418,1796,0.00,0,918,35.60,38
2161,1622523418,1819,0.00,0,918,,
2162,1622523418,1839,16851.86,5313,919,,
2163,1622523418,1859,0.00,0,919,,
2164,1622523418,1880,0.00,0,919,,
2165,1622523418,1900,0.00,0,918,,
2166,1622523418,1920,15177.60,5410,918,,
2167,1622523418,1940,15207.83,5368,918,,
2168,1622523418,1961,0.00,0,918,,
2169,1622523418,1981,0.00,0,918,,
2170,1622523418,2001,0.00,0,918,,
2171,1622523418,2022,16040.95,5220,918,,
2172,1622523418,2042,13933.98,5407,918,,
2173,1622523418,2062,13817.47,5385,918,,
2174,1622523418,2083,13830.13,5362,918,,
2175,1622523418,2103,13919.52,5361,918,,
2176,1622523418,2123,13964.21,5361,918,35.90,38
2177,1622523418,2146,14142.97,5359,918,,
2178,1622523418,2166,14294.62,5334,918,,
2179,1622523418,2186,14384.00,5333,918,,
2180,1622523418,2206,14428.69,5333,918,,
2181,1622523418,2227,14446.26,5310,918,,
2182,1622523418,2247,14446.26,5310,918,,
2183,1622523418,2267,14575.43,5310,918,,
2184,1622523418,2288,14535.64,5310,918,,
2185,1622523418,2308,14664.81,5310,918,,
2186,1622523418,2328,14535.64,5310,918,,
2187,1622523418,2349,14535.64,5310,918,,
2188,1622523418,2369,14580.33,5309,918,,
2189,1622523418,2389,14696.84,5331,918,,
2190,1622523418,2410,14875.61,5329,918,,
2191,1622523418,2430,15009.68,5328,918,,
2192,1622523418,2450,15372.12,5324,918,34.90,38
2193,1622523418,2472,15448.85,5344,918,,
2194,1622523418,2493,15222.29,5409,917,,
2195,1622523418,2513,15142.46,5455,918,,
2196,1622523418,2533,14995.73,5477,917,,
2197,1622523418,2554,15067.55,5498,917,,
2198,1622523418,2574,15161.84,5494,917,,
2199,1622523418,2594,0.00,0,917,,
2200,1622523418,2615,0.00,0,917,,
2201,1622523418,2635,0.00,0,916,,
2202,1622523418,2655,0.00,0,916,,
2203,1622523418,2675,0.00,0,916,,
2204,1622523418,2696,17316.86,5218,917,,
2205,1622523418,2716,0.00,0,917,,
2206,1622523418,2736,0.00,0,916,,
2207,1622523418,2757,0.00,0,917,,
2208,1622523418,2777,0.00,0,917,35.40,39
2209,1622523418,2799,0.00,0,916,,
2210,1622523418,2820,0.00,0,917,,
2211,1622523418,2840,0.00,0,917,,
2212,1622523418,2860,0.00,0,916,,
2213,1622523418,2881,12596.85,5576,916,,
2214,1622523418,2901,12837.87,5544,916,,
2215,1622523418,2921,15412.42,5240,916,,
2216,1622523418,2941,0.00,0,916,,
2217,1622523418,2962,13034.21,5513,916,,
2218,1622523418,2982,12480.34,5553,916,,
2219,1622523418,3002,12743.58,5549,916,,
2220,1622523418,3023,12967.04,5544,916,,
2221,1622523418,3043,13011.73,5542,916,,
2222,1622523418,3063,13101.12,5540,916,,
2223,1622523418,3084,13118.68,5514,916,,
2224,1622523418,3104,13292.54,5513,916,36.10,38
2225,1622523418,3126,13471.31,5509,916,,
2226,1622523418,3147,13801.72,5478,916,,
2227,1622523418,3167,14069.87,5473,916,,
2228,1622523418,3187,14261.29,5448,916,,
2229,1622523418,3207,16430.52,5238,916,,
2230,1622523418,3228,14922.11,5393,916,,
2231,1622523418,3248,14618.83,5442,916,,
2232,1622523418,3268,14854.94,5418,916,,
2233,1622523418,3289,14886.97,5438,916,,
2234,1622523418,3309,15167.78,5413,916,,
2235,1622523418,3329,15199.82,5433,916,,
2236,1622523418,3350,15423.27,5430,916,,
2237,1622523418,3370,15646.73,5427,916,,
2238,1622523418,3390,15914.88,5423,916,,
2239,1622523418,3410,0.00,0,916,,
2240,1622523418,3431,0.00,0,916,35.20,38
2241,1622523418,3453,0.00,0,916,,
2242,1622523418,3473,15566.91,5472,916,,
2243,1622523418,3494,15750.58,5467,916,,
2244,1622523418,3514,0.00,0,915,,
2245,1622523418,3534,16700.21,5334,915,,
2246,1622523418,3555,0.00,0,916,,
2247,1622523418,3575,0.00,0,915,,
2248,1622523418,3595,0.00,0,915,,
2249,1622523418,3616,0.00,0,915,,
2250,1622523418,3636,0.00,0,915,,
2251,1622523418,3656,0.00,0,915,,
2252,1622523418,3676,0.00,0,915,,
2253,1622523418,3697,0.00,0,916,,
2254,1622523418,3717,0.00,0,916,,
2255,1622523418,3737,0.00,0,915,,
2256,1622523418,3758,0.00,0,915,36.40,39
2257,1622523418,3780,15180.70,5346,915,,
2258,1622523418,3800,16254.85,5181,915,,
2259,1622523418,3821,16535.66,5163,915,,
2260,1622523418,3841,18123.89,5016,915,,
2261,1622523418,3861,0.00,0,915,,
2262,1622523418,3882,0.00,0,915,,
2263,1622523418,3902,0.00,0,915,,
2264,1622523418,3922,0.00,0,915,,
2265,1622523418,3942,0.00,0,915,,
2266,1622523418,3963,0.00,0,915,,
2267,1622523418,3983,0.00,0,915,,
2268,1622523418,4003,0.00,0,915,,
2269,1622523418,4024,14101.38,5291,915,,
2270,1622523418,4044,14163.64,5268,915,,
2271,1622523418,4064,14029.57,5268,915,,
2272,1622523418,4085,13967.31,5291,915,37.30,37
2273,1622523418,4107,14158.73,5268,915,,
2274,1622523418,4127,14382.19,5267,915,,
2275,1622523418,4148,14548.30,5288,915,,
2276,1622523418,4168,15007.87,5265,915,,
2277,1622523418,4188,15173.98,5285,915,,
2278,1622523418,4208,15308.06,5284,915,,
2279,1622523418,4229,15397.44,5284,915,,
2280,1622523418,4249,15544.17,5262,915,,
2281,1622523418,4269,15544.17,5262,915,,
2282,1622523418,4290,15549.08,5262,915,,
2283,1622523418,4310,15638.47,5262,915,,
2284,1622523418,4330,16552.96,5181,915,,
2285,1622523418,4351,0.00,0,914,,
2286,1622523418,4371,0.00,0,915,,
2287,1622523418,4391,0.00,0,914,,
2288,1622523418,4412,0.00,0,915,36.70,37
2289,1622523418,4434,18362.85,4981,914,,
2290,1622523418,4454,14484.23,5245,914,,
2291,1622523418,4474,14203.42,5268,914,,
2292,1622523418,4495,14394.85,5245,914,,
2293,1622523418,4515,16121.81,5103,914,,
2294,1622523418,4535,14564.06,5201,914,,
2295,1622523418,4556,14591.18,5222,914,,
2296,1622523418,4576,14613.66,5201,914,,
2297,1622523418,4596,14837.12,5201,914,,
2298,1622523418,4617,15403.64,5159,914,,
2299,1622523418,4637,0.00,0,914,,
2300,1622523418,4657,16171.41,5104,914,,
2301,1622523418,4677,16519.38,5068,914,,
2302,1622523418,4698,0.00,0,914,,
2303,1622523418,4718,0.00,0,914,,
2304,1622523418,4738,0.00,0,914,37.00,38
2305,1622523418,4761,17933.50,4960,914,,
2306,1622523418,4781,16755.50,5051,914,,
2307,1622523418,4801,0.00,0,914,,
2308,1622523418,4822,0.00,0,914,,
2309,1622523418,4842,15366.96,5099,914,,
2310,1622523418,4862,15607.98,5081,914,,
2311,1622523418,4883,15322.27,5099,914,,
2312,1622523418,4903,14706.14,5136,914,,
2313,1622523418,4923,14080.46,5134,914,,
2314,1622523418,4943,13476.99,5154,914,,
2315,1622523418,4964,13133.92,5201,914,,
2316,1622523418,4984,13089.23,5201,914,,
2317,1622523418,5004,13196.18,5177,914,,
2318,1622523418,5025,12821.08,5201,914,,
2319,1622523418,5045,12522.71,5251,914,,
2320,1622523418,5065,12607.18,5251,914,37.30,37
2321,1622523418,5088,12651.88,5251,914,,
2322,1622523418,5108,12768.38,5276,914,,
2323,1622523418,5128,12755.72,5300,914,,
2324,1622523418,5149,12877.14,5324,914,,
2325,1622523418,5169,13100.60,5322,914,,
2326,1622523418,5189,13356.09,5343,914,,
2327,1622523418,5209,14339.31,5334,914,,
2328,1622523418,5230,0.00,0,914,,
2329,1622523418,5250,0.00,0,913,,
2330,1622523418,5270,0.00,0,914,,
2331,1622523418,5291,0.00,0,914,,
2332,1622523418,5311,0.00,0,914,,
2333,1622523418,5331,0.00,0,914,,
2334,1622523418,5352,0.00,0,914,,
2335,1622523418,5372,0.00,0,914,,
2336,1622523418,5392,0.00,0,913,37.40,37
2337,1622523418,5415,0.00,0,914,,
2338,1622523418,5435,0.00,0,914,,
2339,1622523418,5455,0.00,0,914,,
2340,1622523418,5475,0.00,0,914,,
2341,1622523418,5496,0.00,0,914,,
2342,1622523418,5516,0.00,0,914,,
2343,1622523418,5536,0.00,0,914,,
2344,1622523418,5557,0.00,0,914,,
2345,1622523418,5577,0.00,0,914,,
2346,1622523418,5597,0.00,0,914,,
2347,1622523418,5618,0.00,0,913,,
2348,1622523418,5638,0.00,0,913,,
2349,1622523418,5658,0.00,0,913,,
2350,1622523418,5679,0.00,0,914,,
2351,1622523418,5699,0.00,0,913,,
2352,1622523418,5719,0.00,0,914,39.30,36
2353,1622523418,5741,0.00,0,914,,
2354,1622523418,5762,0.00,0,913,,
2355,1622523418,5782,0.00,0,914,,
2356,1622523418,5802,0.00,0,913,,
2357,1622523418,5823,13110.16,5372,913,,
2358,1622523418,5843,12293.05,5408,913,,
2359,1622523418,5863,12484.47,5380,913,,
2360,1622523418,5884,13051.00,5323,913,,
2361,1622523418,5904,13127.72,5347,913,,
2362,1622523418,5924,14069.35,5269,913,,
2363,1622523418,5945,0.00,0,913,,
2364,1622523418,5965,0.00,0,913,,
2365,1622523418,5985,0.00,0,913,,
2366,1622523418,6005,0.00,0,913,,
2367,1622523418,6026,15979.98,5122,913,,
2368,1622523418,6046,14141.17,5291,913,39.60,35
2369,1622523418,6068,13994.43,5315,913,,
2370,1622523418,6089,13994.43,5315,913,,
2371,1622523418,6109,13994.43,5315,913,,
2372,1622523418,6129,13949.74,5315,913,,
2373,1622523418,6150,13932.17,5339,913,,
2374,1622523418,6170,14021.56,5338,913,,
2375,1622523418,6190,14334.40,5335,913,,
2376,1622523418,6211,14691.93,5332,913,,
2377,1622523418,6231,16552.96,5181,913,,
2378,1622523418,6251,0.00,0,913,,
2379,1622523418,6271,16885.18,5219,913,,
2380,1622523418,6292,0.00,0,913,,
2381,1622523418,6312,0.00,0,913,,
2382,1622523418,6332,0.00,0,913,,
2383,1622523418,6353,0.00,0,913,,
2384,1622523418,6373,0.00,0,913,38.60,35
2385,1622523418,6395,0.00,0,913,,
2386,1622523418,6416,0.00,0,913,,
2387,1622523418,6436,15218.67,5284,913,,
2388,1622523418,6456,14727.07,5287,913,,
2389,1622523418,6477,14351.97,5312,913,,
2390,1622523418,6497,14083.82,5314,912,,
2391,1622523418,6517,13905.05,5315,913,,
2392,1622523418,6537,13833.23,5292,913,,
2393,1622523418,6558,15920.82,5083,912,,
2394,1622523418,6578,0.00,0,912,,
2395,1622523418,6598,15965.52,5083,912,,
2396,1622523418,6619,13823.67,5246,912,,
2397,1622523418,6639,13818.77,5246,912,,
2398,1622523418,6659,16611.87,5014,912,,
2399,1622523418,6680,16902.49,5000,912,,
2400,1622523418,6700,13850.80,5269,912,37.90,35
2401,1622523418,6722,14538.74,5244,912,,
2402,1622523418,6743,0.00,0,912,,
2403,1622523418,6763,0.00,0,912,,
2404,1622523418,6783,0.00,0,912,,
2405,1622523418,6803,0.00,0,912,,
2406,1622523418,6824,0.00,0,912,,
2407,1622523418,6844,0.00,0,912,,
2408,1622523418,6864,0.00,0,912,,
2409,1622523418,6885,0.00,0,912,,
2410,1622523418,6905,0.00,0,912,,
2411,1622523418,6925,0.00,0,912,,
2412,1622523418,6946,0.00,0,912,,
2413,1622523418,6966,0.00,0,912,,
2414,1622523418,6986,0.00,0,912,,
2415,1622523418,7007,0.00,0,912,,
2416,1622523418,7027,15035.52,5479,912,39.10,35
2417,1622523418,7049,15579.82,5405,912,,
2418,1622523418,7069,0.00,0,912,,
2419,1622523418,7090,0.00,0,912,,
2420,1622523418,7110,13546.22,5460,912,,
2421,1622523418,7130,13407.24,5465,912,,
2422,1622523418,7151,13040.15,5420,912,,
2423,1622523418,7171,12665.05,5453,912,,
2424,1622523418,7191,12409.56,5433,912,,
2425,1622523418,7212,12096.72,5439,913,,
2426,1622523418,7232,12019.99,5414,913,,
2427,1622523418,7252,11814.10,5390,914,,
2428,1622523418,7273,11622.67,5419,914,,
2429,1622523418,7293,11680.02,5392,914,,
2430,1622523418,7313,11652.90,5364,914,,
2431,1622523418,7333,11737.38,5364,915,,
2432,1622523418,7354,11652.90,5364,915,38.00,34
2433,1622523418,7376,11754.94,5336,915,,
2434,1622523418,7396,11817.20,5308,915,,
2435,1622523418,7417,12130.04,5305,916,,
2436,1622523418,7437,12281.68,5278,916,,
2437,1622523418,7457,12209.87,5252,917,,
2438,1622523418,7478,14597.64,5053,920,,
2439,1622523418,7498,0.00,0,924,,
2440,1622523418,7518,0.00,0,925,,
2441,1622523418,7539,0.00,0,926,,
2442,1622523418,7559,13193.08,5248,924,,
2443,1622523418,7579,13595.31,5247,924,,
2444,1622523418,7600,0.00,0,926,,
2445,1622523418,7620,0.00,0,927,,
2446,1622523418,7640,17149.97,5074,926,,
2447,1622523418,7660,14655.25,5265,926,,
2448,1622523418,7681,14267.49,5312,922,37.30,35
2449,1622523418,7703,14307.27,5312,922,,
2450,1622523418,7723,14312.18,5311,922,,
2451,1622523418,7744,14821.36,5286,922,,
2452,1622523418,7764,15964.22,5201,921,,
2453,1622523418,7784,0.00,0,921,,
2454,1622523418,7805,14264.39,5379,921,,
2455,1622523418,7825,0.00,0,921,,
2456,1622523418,7845,15734.56,5321,921,,
2457,1622523418,7866,0.00,0,921,,
2458,1622523418,7886,0.00,0,921,,
2459,1622523418,7906,0.00,0,921,,
2460,1622523418,7926,0.00,0,921,,
2461,1622523418,7947,0.00,0,921,,
2462,1622523418,7967,15573.62,5531,921,,
2463,1622523418,7987,0.00,0,921,,
2464,1622523418,8008,0.00,0,921,37.90,35
2465,1622523418,8030,0.00,0,921,,
2466,1622523418,8050,0.00,0,921,,
2467,1622523418,8071,0.00,0,921,,
2468,1622523418,8091,0.00,0,921,,
2469,1622523418,8111,0.00,0,921,,
2470,1622523418,8132,0.00,0,921,,
2471,1622523418,8152,0.00,0,921,,
2472,1622523418,8172,0.00,0,921,,
2473,1622523418,8192,0.00,0,921,,
2474,1622523418,8213,0.00,0,921,,
2475,1622523418,8233,0.00,0,921,,
2476,1622523418,8253,14095.70,5634,921,,
2477,1622523418,8274,16625.56,5332,921,,
2478,1622523418,8294,0.00,0,921,,
2479,1622523418,8314,0.00,0,921,,
2480,1622523418,8335,0.00,0,921,39.80,34
2481,1622523418,8357,0.00,0,921,,
2482,1622523418,8377,0.00,0,921,,
2483,1622523418,8398,0.00,0,921,,
2484,1622523418,8418,12553.71,5717,921,,
2485,1622523418,8438,12387.60,5700,921,,
2486,1622523418,8458,12119.45,5710,920,,
2487,1622523418,8479,11940.68,5718,921,,
2488,1622523418,8499,11881.52,5665,921,,
2489,1622523418,8519,11876.62,5670,920,,
2490,1622523418,8540,11822.37,5612,920,,
2491,1622523418,8560,11996.22,5610,920,,
2492,1622523418,8580,12001.13,5606,920,,
2493,1622523418,8601,12192.56,5575,919,,
2494,1622523418,8621,12371.33,5570,919,,
2495,1622523418,8641,12567.66,5536,920,,
2496,1622523418,8662,12791.12,5531,919,38.90,33
2497,1622523418,8684,13014.57,5525,919,,
2498,1622523418,8704,13193.34,5521,919,,
2499,1622523418,8725,13242.94,5517,919,,
2500,1622523418,8745,13377.02,5514,919,,
2501,1622523418,8765,13555.78,5510,919,,
2502,1622523418,8785,13747.21,5484,919,,
2503,1622523418,8806,13868.63,5503,919,,
2504,1622523418,8826,14199.03,5473,919,,
2505,1622523418,8846,14668.42,5439,919,,
2506,1622523418,8867,15128.00,5412,919,,
2507,1622523418,8887,0.00,0,918,,
2508,1622523418,8907,18253.32,5201,919,,
2509,1622523418,8928,16205.51,5397,918,,
2510,1622523418,8948,16187.94,5418,918,,
2511,1622523418,8968,16232.63,5418,918,,
2512,1622523418,8989,0.00,0,918,37.30,33
2513,1622523418,9011,0.00,0,918,,
2514,1622523418,9031,0.00,0,918,,
2515,1622523418,9051,0.00,0,918,,
2516,1622523418,9072,0.00,0,919,,
2517,1622523418,9092,0.00,0,919,,
2518,1622523418,9112,0.00,0,918,,
2519,1622523418,9133,0.00,0,918,,
